1 1 8.2012499999999905e-02
1 2 -2.1262499999999969e-02
1 4 3.9487499999999995e-02
1 5 -1.0023749999999992e-01
1 10 1.3668750000000000e-02
1 11 -1.3668750000000000e-02
1 13 4.7081249999999950e-02
1 14 -4.7081249999999950e-02
2 1 -2.1262499999999969e-02
2 2 2.0546666666666655e+00
2 3 5.3459291666666662e+00
2 4 -1.0023749999999992e-01
2 5 6.6200000000000003e-01
2 6 2.5589041666666663e+00
2 10 4.7081249999999950e-02
2 11 8.0583333333333257e-02
2 12 -7.7664583333333218e-02
2 13 9.4668749999999885e-02
2 14 3.5249999999999962e-02
2 15 -7.9918749999999858e-02
3 2 5.3459291666666671e+00
3 3 2.1147320833333339e+01
3 5 2.5589041666666663e+00
3 6 1.0447845833333334e+01
3 11 1.1991874999999995e-01
3 12 8.0081250000000048e-02
3 14 1.1999791666666657e-01
3 15 8.0002083333333460e-02
4 1 3.9487499999999995e-02
4 2 -1.0023749999999992e-01
4 4 7.3699999999999899e-01
4 5 -4.2866666666666603e-01
4 7 2.1791666666667892e-03
4 8 -2.4976249999999992e-01
4 10 -1.3668750000000000e-02
4 11 1.3668750000000000e-02
4 13 7.5583333333333239e-02
4 14 -7.5583333333333239e-02
4 16 1.2491874999999984e-01
4 17 -1.2491874999999984e-01
5 1 -1.0023749999999992e-01
5 2 6.6199999999999992e-01
5 3 2.5589041666666663e+00
5 4 -4.2866666666666603e-01
5 5 4.6153208333333309e+00
5 6 1.0682595833333334e+01
5 7 -2.4976249999999992e-01
5 8 7.0117916666666669e-01
5 9 2.5586666666666664e+00
5 10 -4.7081249999999950e-02
5 11 -8.0583333333333257e-02
5 12 7.7664583333333218e-02
5 13 3.0249999999999971e-02
5 14 -3.0168750000000008e-02
5 15 -8.1249999999963296e-05
5 16 1.2499791666666651e-01
5 17 5.0020833333332959e-03
5 18 -7.9999999999999821e-02
6 2 2.5589041666666663e+00
6 3 1.0447845833333334e+01
6 5 1.0682595833333334e+01
