1 1 4.9450549450549472e+05
1 2 6.4102564102563832e+04
1 22 5.4945054945054886e+04
1 23 -6.4102564102564065e+04
1 482 2.0604395604395604e+05
1 483 -1.3736263736263754e+04
1 503 3.7087912087912089e+05
1 504 -1.7857142857142855e+05
2 1 -6.6849816849816870e+05
2 2 9.8901098901098920e+05
2 3 -3.0219780219780240e+05
2 22 -4.3040293040293024e+05
2 23 1.0989010989010983e+05
2 24 -2.4725274725274715e+05
2 482 1.3736263736263714e+04
2 483 5.8207660913467407e-11
2 484 -1.3736263736263747e+04
2 503 1.7857142857142849e+05
2 504 4.1836756281554699e-11
2 505 -1.7857142857142852e+05
3 2 -3.0219780219780240e+05
3 3 9.8901098901098873e+05
3 4 -3.0219780219780147e+05
3 23 -2.4725274725274721e+05
3 24 1.0989010989010931e+05
3 25 -2.4725274725274681e+05
3 483 1.3736263736263725e+04
3 484 -1.4551915228366852e-10
3 485 -1.3736263736263612e+04
3 504 1.7857142857142852e+05
3 505 -3.8198777474462986e-11
3 506 -1.7857142857142846e+05
4 3 -3.0219780219780147e+05
4 4 9.8901098901098850e+05
4 5 -3.0219780219780240e+05
4 24 -2.4725274725274701e+05
4 25 1.0989010989010942e+05
4 26 -2.4725274725274704e+05
4 484 1.3736263736263858e+04
4 485 -2.9103830456733704e-10
4 486 -1.3736263736263596e+04
4 505 1.7857142857142858e+05
4 506 -8.5492501966655254e-11
4 507 -1.7857142857142846e+05
5 4 -3.0219780219780240e+05
5 5 9.8901098901098920e+05
5 6 -3.0219780219780240e+05
5 25 -2.4725274725274727e+05
5 26 1.0989010989011000e+05
5 27 -2.4725274725274715e+05
5 485 1.3736263736263860e+04
5 486 -8.7311491370201111e-11
5 487 -1.3736263736263749e+04
5 506 1.7857142857142855e+05
5 507 -4.1836756281554699e-11
5 508 -1.7857142857142855e+05
6 5 -3.0219780219780240e+05
6 6 9.8901098901098932e+05
6 7 -3.0219780219780240e+05
6 26 -2.4725274725274718e+05
6 27 1.0989010989010989e+05
6 28 -2.4725274725274715e+05
6 486 1.3736263736263722e+04
6 487 2.9103830456733704e-11
6 488 -1.3736263736263749e+04
6 507 1.7857142857142852e+05
6 508 2.7284841053187847e-11
6 509 -1.7857142857142855e+05
7 6 -3.0219780219780240e+05
7 7 9.8901098901098920e+05
7 8 -3.0219780219780235e+05
7 27 -2.4725274725274718e+05
7 28 1.0989010989010989e+05
7 29 -2.4725274725274713e+05
7 487 1.3736263736263722e+04
7 488 0.0000000000000000e+00
7 489 -1.3736263736263736e+04
7 508 1.7857142857142852e+05
7 509 3.4560798667371273e-11
7 510 -1.7857142857142855e+05
8 7 -3.0219780219780235e+05
8 8 9.8901098901098873e+05
8 9 -3.0219780219780188e+05
8 28 -2.4725274725274713e+05
8 29 1.0989010989010961e+05
8 30 -2.4725274725274701e+05
8 488 1.3736263736263707e+04
8 489 0.0000000000000000e+00
8 490 -1.3736263736263716e+04
8 509 1.7857142857142852e+05
8 510 1.6370904631912708e-11
8 511 -1.7857142857142855e+05
9 8 -3.0219780219780188e+05
9 9 9.8901098901098850e+05
9 10 -3.0219780219780176e+05
9 29 -2.4725274725274701e+05
9 30 1.0989010989010919e+05
9 31 -2.4725274725274695e+05
9 489 1.3736263736263734e+04
9 490 -5.8207660913467407e-11
9 491 -1.3736263736263729e+04
9 510 1.7857142857142852e+05
9 511 1.8189894035458565e-11
9 512 -1.7857142857142852e+05
10 9 -3.0219780219780176e+05
10 10 9.8901098901098897e+05
10 11 -3.0219780219780270e+05
10 30 -2.4725274725274695e+05
10 31 1.0989010989010977e+05
10 32 -2.4725274725274721e+05
10 490 1.3736263736263711e+04
10 491 2.9103830456733704e-11
10 492 -1.3736263736263734e+04
10 511 1.7857142857142849e+05
10 512 3.4560798667371273e-11
10 513 -1.7857142857142852e+05
11 10 -3.0219780219780270e+05
11 11 9.8901098901098920e+05
11 12 -3.0219780219780188e+05
11 31 -2.4725274725274721e+05
11 32 1.0989010989010984e+05
11 33 -2.4725274725274701e+05
11 491 1.3736263736263723e+04
11 492 2.9103830456733704e-11
11 493 -1.3736263736263745e+04
11 512 1.7857142857142846e+05
11 513 2.3646862246096134e-11
11 514 -1.7857142857142855e+05
12 11 -3.0219780219780188e+05
12 12 9.8901098901098897e+05
12 13 -3.0219780219780258e+05
12 32 -2.4725274725274701e+05
12 33 1.0989010989010983e+05
12 34 -2.4725274725274721e+05
12 492 1.3736263736263725e+04
12 493 -5.8207660913467407e-11
12 494 -1.3736263736263734e+04
12 513 1.7857142857142852e+05
12 514 3.0922819860279560e-11
12 515 -1.7857142857142852e+05
13 12 -3.0219780219780258e+05
13 13 9.8901098901098897e+05
13 14 -3.0219780219780182e+05
13 33 -2.4725274725274721e+05
13 34 1.0989010989010984e+05
13 35 -2.4725274725274695e+05
13 493 1.3736263736263731e+04
13 494 0.0000000000000000e+00
13 495 -1.3736263736263723e+04
13 514 1.7857142857142846e+05
13 515 9.0949470177292824e-12
13 516 -1.7857142857142852e+05
14 13 -3.0219780219780182e+05
14 14 9.8901098901098850e+05
14 15 -3.0219780219780176e+05
14 34 -2.4725274725274701e+05
14 35 1.0989010989010903e+05
14 36 -2.4725274725274695e+05
14 494 1.3736263736263732e+04
14 495 -2.9103830456733704e-11
14 496 -1.3736263736263754e+04
14 515 1.7857142857142849e+05
14 516 1.6370904631912708e-11
14 517 -1.7857142857142852e+05
15 14 -3.0219780219780176e+05
15 15 9.8901098901098897e+05
15 16 -3.0219780219780270e+05
15 35 -2.4725274725274695e+05
15 36 1.0989010989010974e+05
15 37 -2.4725274725274721e+05
15 495 1.3736263736263702e+04
15 496 0.0000000000000000e+00
15 497 -1.3736263736263712e+04
15 516 1.7857142857142852e+05
15 517 4.0017766878008842e-11
15 518 -1.7857142857142852e+05
16 15 -3.0219780219780270e+05
16 16 9.8901098901098897e+05
16 17 -3.0219780219780194e+05
16 36 -2.4725274725274724e+05
16 37 1.0989010989011000e+05
16 38 -2.4725274725274707e+05
16 496 1.3736263736263734e+04
16 497 0.0000000000000000e+00
16 498 -1.3736263736263729e+04
16 517 1.7857142857142846e+05
16 518 -2.0008883439004421e-11
16 519 -1.7857142857142849e+05
